date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:39:01	41157/41157	---M--	200	added ('OK')	image/jpeg	etag:%225bdda10c-a0c5%22	http://preview.uideck.com/items/material/assets/images/team/team2.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/team/team2.jpg	(from http://preview.uideck.com/items/material/)
11:39:03	34917/34917	---M--	200	added ('OK')	image/jpeg	etag:%225bdda10a-8865%22	http://preview.uideck.com/items/material/assets/images/team/team4.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/team/team4.jpg	(from http://preview.uideck.com/items/material/)
11:39:04	53291/53291	---M--	200	added ('OK')	image/jpeg	etag:%225bdda10d-d02b%22	http://preview.uideck.com/items/material/assets/images/team/team3.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/team/team3.jpg	(from http://preview.uideck.com/items/material/)
11:39:05	5452/5452	---M--	200	added ('OK')	image/png	etag:%225bdda0eb-154c%22	http://preview.uideck.com/items/material/assets/images/clients/client1.png	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/clients/client1.png	(from http://preview.uideck.com/items/material/)
11:39:06	25631/25631	---M--	200	added ('OK')	image/jpeg	etag:%225bdda11a-641f%22	http://preview.uideck.com/items/material/assets/images/testimonial/author2.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/testimonial/author2.jpg	(from http://preview.uideck.com/items/material/)
11:39:06	2149/2149	---M--	200	added ('OK')	image/png	etag:%225bdda0ec-865%22	http://preview.uideck.com/items/material/assets/images/clients/client2.png	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/clients/client2.png	(from http://preview.uideck.com/items/material/)
11:39:06	3910/3910	---M--	200	added ('OK')	image/png	etag:%225bdda0ed-f46%22	http://preview.uideck.com/items/material/assets/images/clients/client3.png	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/clients/client3.png	(from http://preview.uideck.com/items/material/)
11:39:07	27046/27046	---M--	200	added ('OK')	image/jpeg	etag:%225bdda119-69a6%22	http://preview.uideck.com/items/material/assets/images/testimonial/author3.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/testimonial/author3.jpg	(from http://preview.uideck.com/items/material/)
11:39:07	4352/4352	---M--	200	added ('OK')	image/png	etag:%225bdda0ea-1100%22	http://preview.uideck.com/items/material/assets/images/clients/client4.png	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/clients/client4.png	(from http://preview.uideck.com/items/material/)
11:39:09	31308/31308	---M--	200	added ('OK')	image/jpeg	etag:%225bdda106-7a4c%22	http://preview.uideck.com/items/material/assets/images/blog/featured1.jpg	C:/My%20Web%20Sites/a/preview.uideck.com/items/material/assets/images/blog/featured1.jpg	(from http://preview.uideck.com/items/material/)
